Stop names	Babice[]	Bojkovice,,Zeveta[]	Bojkovice,,u lékárny[]	Bojkovice,,škola[]	Bojkovice,,žel.st.[]	Bojkovice,Bzová,střed[]	Bojkovice,Přečkovice[]	Boršice u Blatnice,,pošta[]	Boršice,,Obecní úřad[]	Buchlovice,,náměstí[]	Bystřice p.Lop.,,hor.zast.[]	Bystřice p.Lop.,,zvonice[]	Bánov,,Obecní úřad[]	Bánov,,náměstí[]	Bílovice,,točna[]	Bílovice[]	Břestek,Chabaně,rozc.0.3[]	Břestek,Chabaně[]	Březolupy,,zámek[]	Březová,Olšovec[]	Dobrkovice,,náves[]	Dolní Němčí,,rozc.1.0[]	Dolní Němčí,,zdravotní středisko[]	Dolní Němčí,,škola[]	Hluk,,Autopal[]	Hluk,,hostinec[]	Hluk,,škola[]	Horní Němčí,,točna[]	Hradčovice,,žel.st.[]	Huštěnovice[]	Jalubí[]	Jankovice,,hor.konec[]	Kelníky[]	Komňa,,točna[]	Komňa,Nový dvůr[]	Komňa[]	Korytná,,hor.konec[]	Koryčany,,nám.[]	Kostelany n.Mor.[]	Košíky[]	Kroměříž,,aut.nádr.[]	Kudlovice,Dolina,hájenka[]	Kunovice,,Let[]	Luhačovice,,aut.st.[]	Mistřice,Javorovec[]	Napajedla,,aut.st.[]	Napajedla,,spořitelna[]	Nedakonice,,žel.st.[]	Nezdenice,,žel.st.[]	Nivnice,,škola[]	Ostrožská Lhota,,Jednota[]	Ostrožská Nová Ves,,křiž.[]	Osvětimany[]	Otrokovice,,aut.nádr.Baťov[]	Otrokovice,,žel.st.[]	Ořechov[]	Pašovice,,Obecní úřad[]	Podolí,,U žlebu[]	Polešovice,,Městečko[]	Popovice[]	Rudice,,točna[]	Salaš,,točna[]	Slavkov,,křiž.[]	Staré Hutě,,Obecní úřad[]	Staré Město,,obchodní zóna[]	Staré Město,,žel.st.[]	Starý Hrozenkov,,Obecní úřad[]	Starý Hrozenkov,,celnice[]	Starý Hrozenkov,,pila[]	Strání,,U Popelků[]	Strání,,škola[]	Strání,Květná[]	Stříbrnice[]	Suchá Loz,,ZD[]	Suchá Loz,Volenov[]	Suchá Loz[]	Topolná[]	Tučapy[]	Uherské Hradiště,,aut.nádr.[]	Uherské Hradiště,,nemocnice[]	Uherské Hradiště,Jarošov,náves[]	Uherské Hradiště,Mařatice,Derflanská[]	Uherské Hradiště,Mařatice,Jaktáře[]	Uherské Hradiště,Mařatice,R.Kubíčka[]	Uherské Hradiště,Mařatice,hřbitov točna[]	Uherské Hradiště,Štěpnice,U Olšávky[]	Uherský Brod,,Dům kultury[]	Uherský Brod,,Mariánské náměstí[]	Uherský Brod,,Prakšická[]	Uherský Brod,,Slovácké strojírny[]	Uherský Brod,,Větrná[]	Uherský Brod,,ZŠ Na Výsluní[]	Uherský Brod,,dopravní terminál[]	Uherský Brod,,poliklinika[]	Uherský Brod,,sídliště Olšava[]	Uherský Brod,,Šumická[]	Uherský Brod,Havřice[]	Uherský Brod,Újezdec,žel.st.[]	Uherský Ostroh,,náměstí[]	Uherský Ostroh,,točna[]	Uherský Ostroh,,závod ČD[]	Velehrad,,náměstí[]	Veletiny,,křiž.[]	Velký Ořechov,,aut.st.[]	Veselí n.Mor.,,žel.st.[]	Vlčnov,,Araver[]	Vlčnov,,hor.konec[]	Vlčnov,,křiž.[]	Vlčnov,,sokolovna[]	Vyškovec,Hribovny,točna[]	Vyškovec[]	Vápenice,,Obecní úřad[]	Vápenice,,točna[]	Zlámanec[]	Zlín,,aut.nádr.[]	Částkov,,střed[]	Šumice,,škola[]	Žítková,,rekr.stř.[]	Uherské Hradiště,,garáže ČSAD[]
Babice[]	0	54	53	52	50	58	56	34	16	21	43	45	39	38	19	18	20	21	22	53	32	30	29	31	24	22	23	36	23	2	16	17	31	49	46	50	47	45	14	13	46	8	18	48	24	7	8	19	44	41	25	20	29	19	15	25	28	24	23	23	52	26	31	34	13	9	52	55	54	41	42	45	21	43	45	42	15	20	9	13	16	14	13	15	15	15	33	33	34	35	35	34	31	34	35	34	29	41	28	29	28	17	21	32	33	23	27	25	26	55	58	54	56	28	30	25	39	66	11
Bojkovice,,Zeveta[]	54	0	1	2	4	9	9	41	58	61	16	18	22	21	45	44	62	63	48	30	38	34	35	37	39	39	38	42	31	52	57	67	43	10	13	9	37	85	55	63	93	62	46	22	51	55	54	60	11	31	45	50	71	66	61	67	34	43	64	39	20	64	37	74	49	51	19	22	21	42	43	46	63	25	27	24	47	62	45	49	52	46	49	47	50	51	25	25	26	27	25	27	23	24	27	20	25	33	58	59	58	55	33	40	63	34	34	32	33	22	25	21	23	43	57	37	15	22	43
Bojkovice,,u lékárny[]	53	1	0	1	3	8	8	40	57	60	15	17	21	20	44	43	61	62	47	29	37	33	34	36	38	38	37	41	30	51	56	66	42	9	12	8	36	84	54	62	92	61	45	21	50	54	53	59	10	30	44	49	70	65	60	66	33	42	63	38	19	63	36	73	48	50	18	21	20	41	42	45	62	24	26	23	46	61	44	48	51	45	48	46	49	50	24	24	25	26	24	26	22	23	26	19	24	32	57	58	57	54	32	39	62	33	33	31	32	21	24	20	22	42	56	36	14	21	42
Bojkovice,,škola[]	52	2	1	0	2	8	7	39	56	59	15	17	21	20	43	42	60	61	46	29	36	32	33	35	37	37	36	40	29	50	55	65	41	9	12	8	36	83	53	61	91	60	44	20	49	53	52	58	9	30	43	48	69	64	59	65	32	41	62	37	18	62	35	72	47	49	18	21	20	41	42	45	61	24	26	23	45	60	43	47	50	44	47	45	48	49	23	23	24	25	23	25	21	22	25	18	23	31	56	57	56	53	31	38	61	32	32	30	31	21	24	20	22	41	55	35	13	21	41
Bojkovice,,žel.st.[]	50	4	3	2	0	8	6	37	54	57	13	15	19	18	41	40	58	59	44	27	34	30	31	33	35	35	34	38	27	48	53	63	39	7	10	6	34	81	51	59	89	58	42	19	47	51	50	56	7	28	41	46	67	62	57	63	30	39	60	35	16	60	33	70	45	47	16	19	18	39	40	43	59	22	24	21	43	58	41	45	48	42	45	43	46	47	21	21	22	23	21	23	19	20	23	16	21	29	54	55	54	51	29	36	59	30	30	28	29	19	22	18	20	39	54	33	11	21	39
Bojkovice,Bzová,střed[]	58	9	8	8	8	0	14	45	62	65	21	23	27	26	49	48	66	67	52	35	42	38	39	41	43	43	42	46	35	56	61	71	47	15	18	14	42	89	59	67	97	66	50	27	55	59	58	64	15	36	49	54	75	70	65	71	38	47	68	43	24	68	41	78	53	55	24	27	26	47	48	51	67	30	32	29	51	66	49	53	56	50	53	51	54	55	29	29	30	31	29	31	27	28	31	24	29	37	62	63	62	59	37	44	67	38	38	36	37	27	30	26	28	47	62	41	19	13	47
Bojkovice,Přečkovice[]	56	9	8	7	6	14	0	43	60	63	19	21	25	24	47	46	64	65	50	33	40	36	37	39	41	41	40	44	33	54	59	69	45	13	16	12	40	87	57	65	95	64	48	13	53	57	56	62	13	34	47	52	73	68	63	69	36	45	66	41	22	66	39	76	51	53	22	25	24	45	46	49	65	28	30	27	49	64	47	51	54	48	51	49	52	53	27	27	28	29	27	29	25	26	29	22	27	35	60	61	60	57	35	42	65	36	36	34	35	25	28	24	26	45	48	39	17	27	45
Boršice u Blatnice,,pošta[]	34	41	40	39	37	45	43	0	38	41	30	32	26	25	36	35	42	43	39	26	33	7	6	8	10	12	11	9	19	32	37	47	38	36	33	37	22	65	35	43	80	42	30	35	40	41	42	40	31	20	18	23	51	53	49	47	29	27	44	23	39	44	4	54	29	31	39	42	41	14	15	18	43	26	24	27	38	42	25	29	32	26	29	27	30	31	20	20	21	14	22	22	18	21	19	21	20	28	31	32	31	35	17	35	36	15	11	13	12	42	45	41	43	38	58	32	26	53	23
Boršice,,Obecní úřad[]	16	58	57	56	54	62	60	38	0	6	47	49	43	42	24	23	13	14	27	57	37	34	33	35	28	26	27	40	27	14	14	29	36	53	50	54	51	30	12	25	62	24	22	52	28	23	24	16	48	45	29	24	13	35	31	9	33	28	11	27	56	24	35	19	17	7	56	59	58	45	46	49	5	47	49	46	26	4	13	17	20	18	17	19	19	19	37	37	38	39	39	38	35	38	39	38	33	45	32	33	32	15	25	37	37	27	31	29	30	59	62	58	60	33	46	30	43	70	15
Buchlovice,,náměstí[]	21	61	60	59	57	65	63	41	6	0	50	52	46	45	27	26	7	8	30	60	40	37	36	38	31	29	30	43	30	19	19	34	39	56	53	57	54	24	17	30	67	29	25	55	31	28	29	22	51	48	32	27	19	40	36	15	36	31	17	30	59	22	38	13	20	12	59	62	61	48	49	52	11	50	52	49	29	10	16	20	23	21	20	22	22	22	40	40	41	42	42	41	38	41	42	41	36	48	35	36	35	13	28	40	40	30	34	32	33	62	65	61	63	36	49	33	46	73	18
Bystřice p.Lop.,,hor.zast.[]	43	16	15	15	13	21	19	30	47	50	0	8	6	5	34	33	51	52	37	14	27	23	24	26	28	28	27	31	20	41	46	56	32	6	3	7	21	74	44	52	82	51	35	29	40	44	43	49	20	15	34	39	60	55	50	56	23	32	53	28	29	53	26	63	38	40	9	12	11	26	27	30	52	9	11	8	36	51	34	38	41	35	38	36	39	40	14	14	15	16	16	16	12	15	16	11	14	22	47	48	47	44	22	29	52	23	23	21	22	12	15	11	13	32	52	26	16	23	32
Bystřice p.Lop.,,zvonice[]	45	18	17	17	15	23	21	32	49	52	8	0	6	7	36	35	53	54	39	16	29	25	26	28	30	30	29	33	22	43	48	58	34	8	5	9	20	76	46	54	84	53	37	31	42	46	45	51	22	14	36	41	62	57	52	58	25	34	55	30	31	55	28	65	40	42	11	14	13	28	29	32	54	8	10	7	38	53	36	40	43	37	40	38	41	42	16	16	17	18	18	18	14	17	18	13	16	24	49	50	49	46	24	31	54	25	25	23	24	14	17	13	15	34	54	28	18	25	34
Bánov,,Obecní úřad[]	39	22	21	21	19	27	25	26	43	46	6	6	0	1	30	29	47	48	33	20	23	19	20	22	24	24	23	27	16	37	42	52	28	12	9	13	17	70	40	48	78	47	31	25	36	40	39	45	17	11	30	35	56	51	46	52	19	28	49	24	25	49	22	59	34	36	15	18	17	25	26	29	48	5	7	4	32	47	30	34	37	31	34	32	35	36	10	10	11	12	12	12	8	11	12	7	10	18	43	44	43	40	18	25	48	19	19	17	18	18	21	17	19	28	48	22	12	29	28
Bánov,,náměstí[]	38	21	20	20	18	26	24	25	42	45	5	7	1	0	29	28	46	47	32	19	22	18	19	21	23	23	22	26	15	36	41	51	27	11	8	12	17	69	39	47	77	46	30	24	35	39	38	44	16	11	29	34	55	50	45	51	18	27	48	23	24	48	21	58	33	35	14	17	16	25	26	29	47	5	7	4	31	46	29	33	36	30	33	31	34	35	9	9	10	11	11	11	7	10	11	6	9	17	42	43	42	39	17	24	47	18	18	16	17	17	20	16	18	27	47	21	11	28	27
Bílovice,,točna[]	19	45	44	43	41	49	47	36	24	27	34	36	30	29	0	1	28	29	4	48	15	32	31	33	26	24	25	38	25	18	23	33	14	40	37	41	38	51	21	29	50	27	20	39	8	12	11	26	35	32	27	22	37	23	18	33	11	26	30	25	43	30	33	40	15	17	43	46	45	43	44	47	29	34	36	33	4	28	11	15	10	16	7	15	17	17	21	20	19	26	22	23	22	21	26	25	24	28	30	31	30	21	23	15	35	25	29	27	28	46	49	45	47	11	23	8	30	57	13
Bílovice[]	18	44	43	42	40	48	46	35	23	26	33	35	29	28	1	0	27	28	4	47	14	31	30	32	25	23	24	37	24	17	22	32	13	39	36	40	37	50	20	28	49	26	19	38	7	11	10	25	34	31	26	21	36	22	17	32	10	25	29	24	42	29	32	39	14	16	42	45	44	42	43	46	28	33	35	32	3	27	10	14	9	15	6	14	16	16	20	19	18	25	21	22	21	20	25	24	23	27	29	30	29	20	22	14	34	24	28	26	27	45	48	44	46	10	23	7	29	56	12
Břestek,Chabaně,rozc.0.3[]	20	62	61	60	58	66	64	42	13	7	51	53	47	46	28	27	0	1	31	61	41	38	37	39	32	30	31	44	31	18	18	33	40	57	54	58	55	31	16	29	66	28	26	56	32	27	28	21	52	49	33	28	26	39	35	22	37	32	24	31	60	28	39	20	21	11	60	63	62	49	50	53	18	51	53	50	30	17	17	21	24	22	21	23	23	23	41	41	42	43	43	42	39	42	43	42	37	49	36	37	36	19	29	41	41	31	35	33	34	63	66	62	64	37	50	34	47	74	19
Břestek,Chabaně[]	21	63	62	61	59	67	65	43	14	8	52	54	48	47	29	28	1	0	32	62	42	39	38	40	33	31	32	45	32	19	19	34	41	58	55	59	56	32	17	30	67	29	27	57	33	28	29	22	53	50	34	29	27	40	36	23	38	33	25	32	61	29	40	21	22	12	61	64	63	50	51	54	19	52	54	51	31	18	18	22	25	23	22	24	24	24	42	42	43	44	44	43	40	43	44	43	38	50	37	38	37	20	30	42	42	32	36	34	35	64	67	63	65	38	51	35	48	75	20
Březolupy,,zámek[]	22	48	47	46	44	52	50	39	27	30	37	39	33	32	4	4	31	32	0	51	18	35	34	36	29	27	28	41	28	21	26	36	17	43	40	44	41	54	24	32	53	30	23	42	11	15	14	29	38	35	30	25	40	26	21	36	14	29	33	28	46	33	36	43	18	20	46	49	48	46	47	50	32	37	39	36	7	31	14	18	13	19	10	18	20	20	24	23	22	29	25	26	25	24	29	28	27	31	33	34	33	24	26	18	38	28	32	30	31	49	52	48	50	7	19	11	33	60	16
Březová,Olšovec[]	53	30	29	29	27	35	33	26	57	60	14	16	20	19	48	47	61	62	51	0	41	25	24	26	31	31	30	27	34	51	56	66	46	20	17	21	20	84	54	62	96	61	48	43	54	58	57	59	34	16	37	42	70	69	64	66	37	45	63	41	43	63	22	73	48	50	23	26	25	12	13	16	62	22	20	22	50	61	44	48	51	45	48	46	49	50	28	28	29	22	30	30	26	29	27	25	28	36	50	51	50	54	35	43	55	33	29	31	30	26	29	25	27	46	66	40	30	37	42
Dobrkovice,,náves[]	32	38	37	36	34	42	40	33	37	40	27	29	23	22	15	14	41	42	18	41	0	26	27	29	31	31	30	34	23	31	36	46	8	33	30	34	31	64	34	42	63	40	33	32	21	25	24	39	28	25	37	35	50	36	31	46	4	35	43	31	36	43	29	53	28	30	36	39	38	39	40	43	42	27	29	26	17	41	24	28	23	29	20	28	30	30	14	13	12	19	15	16	15	14	19	18	17	21	43	44	43	34	25	3	48	26	26	24	25	39	42	38	40	13	26	7	23	50	26
Dolní Němčí,,rozc.1.0[]	30	34	33	32	30	38	36	7	34	37	23	25	19	18	32	31	38	39	35	25	26	0	1	3	8	8	7	8	12	28	33	43	31	29	26	30	19	61	31	39	76	38	23	28	36	37	38	36	24	13	14	19	47	49	45	43	22	20	40	16	32	40	3	50	25	27	32	35	34	13	14	17	39	19	17	20	34	38	21	25	28	22	25	23	26	27	13	13	14	7	15	15	11	14	12	14	13	21	27	28	27	31	10	28	32	8	4	6	5	35	38	34	36	31	51	25	19	46	19
Dolní Němčí,,zdravotní středisko[]	29	35	34	33	31	39	37	6	33	36	24	26	20	19	31	30	37	38	34	24	27	1	0	2	7	7	6	7	13	27	32	42	32	30	27	31	20	60	30	38	75	37	24	29	35	36	37	35	25	14	13	18	46	48	44	42	23	21	39	17	33	39	2	49	24	26	33	36	35	12	13	16	38	20	18	21	33	37	20	24	27	21	24	22	25	26	14	14	15	8	16	16	12	15	13	15	14	22	26	27	26	30	11	29	31	9	5	7	6	36	39	35	37	32	52	26	20	47	18
Dolní Němčí,,škola[]	31	37	36	35	33	41	39	8	35	38	26	28	22	21	33	32	39	40	36	26	29	3	2	0	9	9	8	9	15	29	34	44	34	32	29	33	22	62	32	40	77	39	26	31	37	38	39	37	27	16	15	20	48	50	46	44	25	23	41	19	35	41	4	51	26	28	35	38	37	14	15	18	40	22	20	23	35	39	22	26	29	23	26	24	27	28	16	16	17	10	18	18	14	17	15	17	16	24	28	29	28	32	13	31	33	11	7	9	8	38	41	37	39	34	54	28	22	49	20
Hluk,,Autopal[]	24	39	38	37	35	43	41	10	28	31	28	30	24	23	26	25	32	33	29	31	31	8	7	9	0	2	1	14	14	22	27	37	36	34	31	35	27	55	25	33	70	32	20	33	30	31	32	30	29	21	8	13	41	43	39	37	27	22	34	18	37	34	9	44	19	21	37	40	39	19	20	23	33	27	25	27	28	32	15	19	22	16	19	17	20	21	18	18	19	15	20	20	16	19	20	19	18	26	21	22	21	25	12	33	26	10	9	8	8	40	43	39	41	35	48	30	24	51	13
Hluk,,hostinec[]	22	39	38	37	35	43	41	12	26	29	28	30	24	23	24	23	30	31	27	31	31	8	7	9	2	0	1	14	14	20	25	35	36	34	31	35	27	53	23	31	68	30	18	33	28	29	30	28	29	21	6	11	39	41	37	35	27	22	32	18	37	32	9	42	17	19	37	40	39	19	20	23	31	27	25	27	26	30	13	17	20	14	17	15	18	19	18	18	19	15	20	20	16	19	20	19	18	26	19	20	19	23	12	33	24	10	9	8	8	40	43	39	41	33	46	30	24	51	11
Hluk,,škola[]	23	38	37	36	34	42	40	11	27	30	27	29	23	22	25	24	31	32	28	30	30	7	6	8	1	1	0	13	13	21	26	36	35	33	30	34	26	54	24	32	69	31	19	32	29	30	31	29	28	20	7	12	40	42	38	36	26	21	33	17	36	33	8	43	18	20	36	39	38	18	19	22	32	26	24	26	27	31	14	18	21	15	18	16	19	20	17	17	18	14	19	19	15	18	19	18	17	25	20	21	20	24	11	32	25	9	8	7	7	39	42	38	40	34	47	29	23	50	12
Horní Němčí,,točna[]	36	42	41	40	38	46	44	9	40	43	31	33	27	26	38	37	44	45	41	27	34	8	7	9	14	14	13	0	20	34	39	49	39	37	34	38	23	67	37	45	82	44	31	36	42	43	44	42	32	21	20	25	53	55	51	49	30	28	46	24	40	46	5	56	31	33	40	43	42	15	16	19	45	27	25	28	40	44	27	31	34	28	31	29	32	33	21	21	22	15	23	23	19	22	20	22	21	29	33	34	33	37	18	36	38	16	12	14	13	43	46	42	44	39	59	33	27	54	25
Hradčovice,,žel.st.[]	23	31	30	29	27	35	33	19	27	30	20	22	16	15	25	24	31	32	28	34	23	12	13	15	14	14	13	20	0	21	26	36	28	26	23	27	24	54	24	32	69	31	15	25	29	30	31	29	21	18	20	22	40	42	38	36	19	12	33	8	29	33	15	43	18	20	29	32	31	25	26	29	32	20	22	19	27	31	14	18	21	15	18	16	19	20	10	10	11	12	12	11	8	11	12	11	6	18	30	31	30	24	2	25	35	4	8	6	7	32	35	31	33	28	47	22	16	43	12
Huštěnovice[]	2	52	51	50	48	56	54	32	14	19	41	43	37	36	18	17	18	19	21	51	31	28	27	29	22	20	21	34	21	0	14	15	30	47	44	48	45	43	12	11	48	10	16	46	22	9	10	17	42	39	23	18	27	21	17	23	27	22	21	21	50	24	29	32	11	7	50	53	52	39	40	43	19	41	43	40	17	18	7	11	14	12	11	13	13	13	31	31	32	33	33	32	29	32	33	32	27	39	26	27	26	15	19	31	31	21	25	23	24	53	56	52	54	27	32	24	37	64	9
Jalubí[]	16	57	56	55	53	61	59	37	14	19	46	48	42	41	23	22	18	19	26	56	36	33	32	34	27	25	26	39	26	14	0	29	35	52	49	53	50	43	12	25	62	24	21	51	27	23	24	17	47	44	28	23	27	35	31	23	32	27	21	26	55	24	34	32	16	7	55	58	57	44	45	48	19	46	48	45	25	18	12	16	19	17	16	18	18	18	36	36	37	38	38	37	34	37	38	37	32	44	31	32	31	15	24	36	36	26	30	28	29	58	61	57	59	32	45	29	42	69	14
Jankovice,,hor.konec[]	17	67	66	65	63	71	69	47	29	34	56	58	52	51	33	32	33	34	36	66	46	43	42	44	37	35	36	49	36	15	29	0	45	62	59	63	60	58	27	8	63	25	31	61	37	24	25	32	57	54	38	33	42	36	32	38	42	37	36	36	65	39	44	47	26	22	65	68	67	54	55	58	34	56	58	55	32	33	22	26	29	27	26	28	28	28	46	46	47	48	48	47	44	47	48	47	42	54	41	42	41	30	34	46	46	36	40	38	39	68	71	67	69	42	47	39	52	79	24
Kelníky[]	31	43	42	41	39	47	45	38	36	39	32	34	28	27	14	13	40	41	17	46	8	31	32	34	36	36	35	39	28	30	35	45	0	38	35	39	36	63	33	41	62	39	32	37	20	24	23	38	33	30	39	34	49	35	30	45	9	38	42	36	41	42	34	52	27	29	41	44	43	44	45	48	41	32	34	31	16	40	23	27	22	28	19	27	29	29	19	18	17	24	20	21	20	19	24	23	22	26	42	43	42	33	30	5	47	31	31	29	30	44	47	43	45	12	28	6	28	55	25
Komňa,,točna[]	49	10	9	9	7	15	13	36	53	56	6	8	12	11	40	39	57	58	43	20	33	29	30	32	34	34	33	37	26	47	52	62	38	0	3	1	27	80	50	58	88	57	41	26	46	50	49	55	14	21	40	45	66	61	56	62	29	38	59	34	23	59	32	69	44	46	9	12	11	32	33	36	58	15	17	14	42	57	40	44	47	41	44	42	45	46	20	20	21	22	22	22	18	21	22	17	20	28	53	54	53	50	28	35	58	29	29	27	28	12	15	11	13	38	58	32	18	23	38
Komňa,Nový dvůr[]	46	13	12	12	10	18	16	33	50	53	3	5	9	8	37	36	54	55	40	17	30	26	27	29	31	31	30	34	23	44	49	59	35	3	0	4	24	77	47	55	85	54	38	29	43	47	46	52	17	18	37	42	63	58	53	59	26	35	56	31	26	56	29	66	41	43	6	9	8	29	30	33	55	12	14	11	39	54	37	41	44	38	41	39	42	43	17	17	18	19	19	19	15	18	19	14	17	25	50	51	50	47	25	32	55	26	26	24	25	9	12	8	10	35	55	29	19	20	35
Komňa[]	50	9	8	8	6	14	12	37	54	57	7	9	13	12	41	40	58	59	44	21	34	30	31	33	35	35	34	38	27	48	53	63	39	1	4	0	28	81	51	59	89	58	42	25	47	51	50	56	13	22	41	46	67	62	57	63	30	39	60	35	22	60	33	70	45	47	10	13	12	33	34	37	59	16	18	15	43	58	41	45	48	42	45	43	46	47	21	21	22	23	23	23	19	22	23	18	21	29	54	55	54	51	29	36	59	30	30	28	29	13	16	12	14	39	59	33	17	24	39
Korytná,,hor.konec[]	47	37	36	36	34	42	40	22	51	54	21	20	17	17	38	37	55	56	41	20	31	19	20	22	27	27	26	23	24	45	50	60	36	27	24	28	0	78	48	56	86	55	39	33	44	48	47	53	29	6	33	38	64	59	54	60	27	36	57	32	37	57	18	67	42	44	30	33	32	8	9	12	56	12	10	13	40	55	38	42	45	39	42	40	43	44	18	18	19	12	20	20	16	19	17	19	18	26	46	47	46	48	26	33	51	27	23	25	24	33	36	32	34	36	56	30	24	44	36
Koryčany,,nám.[]	45	85	84	83	81	89	87	65	30	24	74	76	70	69	51	50	31	32	54	84	64	61	60	62	55	53	54	67	54	43	43	58	63	80	77	81	78	0	41	54	91	53	49	79	55	52	53	46	75	72	56	51	43	64	60	39	60	55	41	54	83	46	62	15	44	36	83	86	85	72	73	76	35	74	76	73	53	34	40	44	47	45	44	46	46	46	64	64	65	66	66	65	62	65	66	65	60	72	59	60	59	37	52	64	64	54	58	56	57	86	89	85	87	60	73	57	70	97	42
Kostelany n.Mor.[]	14	55	54	53	51	59	57	35	12	17	44	46	40	39	21	20	16	17	24	54	34	31	30	32	25	23	24	37	24	12	12	27	33	50	47	51	48	41	0	23	60	22	19	49	25	21	22	5	45	42	26	21	25	33	29	14	30	25	9	24	53	22	32	30	14	5	53	56	55	42	43	46	17	44	46	43	23	16	10	14	17	15	14	16	16	16	34	34	35	36	36	35	32	35	36	35	30	42	29	30	29	13	22	34	34	24	28	26	27	56	59	55	57	30	43	27	40	67	12
Košíky[]	13	63	62	61	59	67	65	43	25	30	52	54	48	47	29	28	29	30	32	62	42	39	38	40	33	31	32	45	32	11	25	8	41	58	55	59	56	54	23	0	59	21	27	57	33	20	21	28	53	50	34	29	38	32	28	34	38	33	32	32	61	35	40	43	22	18	61	64	63	50	51	54	30	52	54	51	28	29	18	22	25	23	22	24	24	24	42	42	43	44	44	43	40	43	44	43	38	50	37	38	37	26	30	42	42	32	36	34	35	64	67	63	65	38	43	35	48	75	20
Kroměříž,,aut.nádr.[]	46	93	92	91	89	97	95	80	62	67	82	84	78	77	50	49	66	67	53	96	63	76	75	77	70	68	69	82	69	48	62	63	62	88	85	89	86	91	60	59	0	54	64	85	56	39	39	65	83	80	71	66	75	27	33	71	59	70	69	69	91	72	77	80	59	55	91	94	93	87	88	91	67	82	84	81	46	66	55	59	58	60	55	61	61	61	69	68	67	74	70	71	70	69	74	73	72	76	74	75	74	63	67	63	79	69	73	71	72	94	97	93	95	59	50	56	78	105	57
Kudlovice,Dolina,hájenka[]	8	62	61	60	58	66	64	42	24	29	51	53	47	46	27	26	28	29	30	61	40	38	37	39	32	30	31	44	31	10	24	25	39	57	54	58	55	53	22	21	54	0	26	56	32	15	16	27	52	49	33	28	37	27	23	33	36	32	31	31	60	34	39	42	21	17	60	63	62	49	50	53	29	51	53	50	23	28	17	21	24	22	21	23	23	23	41	41	42	43	43	42	39	42	43	42	37	49	36	37	36	25	29	40	41	31	35	33	34	63	66	62	64	36	38	33	47	74	19
Kunovice,,Let[]	18	46	45	44	42	50	48	30	22	25	35	37	31	30	20	19	26	27	23	48	33	23	24	26	20	18	19	31	15	16	21	31	32	41	38	42	39	49	19	27	64	26	0	40	24	25	26	24	36	33	13	8	35	37	33	31	29	16	28	15	44	28	26	38	13	15	44	47	46	36	37	40	27	35	37	34	22	26	9	13	16	10	13	11	14	15	25	25	26	27	27	26	23	26	27	26	21	33	16	17	16	19	13	33	21	15	19	17	18	47	50	46	48	29	42	26	31	58	7
Luhačovice,,aut.st.[]	48	22	21	20	19	27	13	35	52	55	29	31	25	24	39	38	56	57	42	43	32	28	29	31	33	33	32	36	25	46	51	61	37	26	29	25	33	79	49	57	85	56	40	0	45	49	48	54	26	27	39	44	65	58	52	61	28	37	58	33	35	58	31	68	43	45	35	38	37	41	42	45	57	29	31	28	41	56	39	43	46	40	43	41	44	45	19	19	20	21	21	21	17	20	21	20	19	27	52	53	52	49	27	34	57	28	28	26	27	38	41	37	39	37	35	31	25	40	37
Mistřice,Javorovec[]	24	51	50	49	47	55	53	40	28	31	40	42	36	35	8	7	32	33	11	54	21	36	35	37	30	28	29	42	29	22	27	37	20	46	43	47	44	55	25	33	56	32	24	45	0	18	17	30	41	38	31	26	41	29	24	37	17	30	34	29	49	34	37	44	19	21	49	52	51	47	48	51	33	40	42	39	10	32	15	19	14	20	11	19	21	21	27	26	25	32	28	29	28	27	32	31	30	34	34	35	34	25	27	21	39	29	33	31	32	52	55	51	53	17	30	14	36	63	17
Napajedla,,aut.st.[]	7	55	54	53	51	59	57	41	23	28	44	46	40	39	12	11	27	28	15	58	25	37	36	38	31	29	30	43	30	9	23	24	24	50	47	51	48	52	21	20	39	15	25	49	18	0	1	26	45	42	32	27	36	12	8	32	21	31	30	30	53	33	38	41	20	16	53	56	55	48	49	52	28	44	46	43	8	27	16	20	20	21	17	22	22	22	31	30	29	36	32	33	32	31	36	35	34	38	35	36	35	24	28	25	40	30	34	32	33	56	59	55	57	21	23	18	40	67	18
Napajedla,,spořitelna[]	8	54	53	52	50	58	56	42	24	29	43	45	39	38	11	10	28	29	14	57	24	38	37	39	32	30	31	44	31	10	24	25	23	49	46	50	47	53	22	21	39	16	26	48	17	1	0	27	44	41	33	28	37	12	7	33	20	32	31	31	52	34	39	42	21	17	52	55	54	49	50	53	29	43	45	42	7	28	17	21	19	22	16	23	23	23	30	29	28	35	31	32	31	30	35	34	33	37	36	37	36	25	29	24	41	31	35	33	34	55	58	54	56	20	22	17	39	66	19
Nedakonice,,žel.st.[]	19	60	59	58	56	64	62	40	16	22	49	51	45	44	26	25	21	22	29	59	39	36	35	37	30	28	29	42	29	17	17	32	38	55	52	56	53	46	5	28	65	27	24	54	30	26	27	0	50	47	31	26	29	38	34	10	35	30	5	29	58	27	37	35	19	10	58	61	60	47	48	51	21	49	51	48	28	12	15	19	22	20	19	21	21	21	39	39	40	41	41	40	37	40	41	40	35	47	34	35	34	18	27	39	39	29	33	31	32	61	64	60	62	35	48	32	45	72	17
